id,name_norm,uic,latitude,longitude,parent_station_id,country,time_zone,is_city,is_main_station,is_airport,geo_imputed
93,Laval,8747840,48.076206,-0.760907,4714.0,FR,Europe/Paris,True,False,False,False
94,Accous,8767278,42.983333,-0.6,,FR,Europe/Paris,False,False,False,False
95,Achiet,8734204,50.131753,2.780168,,FR,Europe/Paris,False,False,False,False
96,Louverne,,48.133333,-0.7,,FR,Europe/Paris,True,False,False,False
97,Louverne,8747851,48.108856,-0.714411,96.0,FR,Europe/Paris,False,True,False,False
98,Louverne Centre,8747991,48.123054,-0.719905,96.0,FR,Europe/Paris,False,False,False,False
99,Mayenne,,48.3,-0.616667,,FR,Europe/Paris,True,False,False,False
100,Mayenne,8747859,48.306455,-0.620588,99.0,FR,Europe/Paris,False,True,False,False
101,Mayenne Centre,8747860,48.299504,-0.61134,99.0,FR,Europe/Paris,False,False,False,False
104,Arnage,,47.933333,0.183333,,FR,Europe/Paris,True,False,False,False
105,Arnage,8739654,47.928566,0.189883,104.0,FR,Europe/Paris,False,True,False,False
106,Arnage Centre,8736033,47.937288,0.163801,104.0,FR,Europe/Paris,False,False,False,False
107,Carnac,,47.583333,-3.083333,,FR,Europe/Paris,True,False,False,False
108,Plouharnel - Carnac,8747641,47.604294,-3.118448,107.0,FR,Europe/Paris,False,False,False,False
109,Les Sables-Blancs,8747626,47.575598,-3.132447,107.0,FR,Europe/Paris,False,False,False,False
110,Carnac,8728967,47.584559,-3.082609,107.0,FR,Europe/Paris,False,True,False,False
111,St-Pierre-Quiberon,,47.516667,-3.133333,,FR,Europe/Paris,True,False,False,False
112,L'Isthme,8747627,47.546505,-3.133699,111.0,FR,Europe/Paris,False,False,False,False
113,St-Pierre-Quiberon,8747644,47.521057,-3.138905,111.0,FR,Europe/Paris,False,True,False,False
114,Metz,8719203,49.109545,6.176593,4827.0,FR,Europe/Paris,False,True,False,False
115,Forbach,,49.183333,6.9,,FR,Europe/Paris,True,False,False,False
117,Forbach,8719300,49.189228,6.901318,115.0,FR,Europe/Paris,False,True,False,False
118,Sarreguemines,,49.10995,7.067471,,FR,Europe/Paris,True,False,False,False
119,Sarreguemines Poste,8740690,49.110155,7.054923,118.0,FR,Europe/Paris,False,False,False,False
121,Sarreguemines,8719361,49.107336,7.06864,118.0,FR,Europe/Paris,False,True,False,False
122,Dunkerque,8728100,51.03047,2.368961,,FR,Europe/Paris,False,False,False,False
123,Lille-Flandres,8728600,50.636577,3.06987,4652.0,FR,Europe/Paris,False,True,False,False
124,Haubourdin,8728609,50.60705,2.990153,,FR,Europe/Paris,False,False,False,False
125,Tourcoing,8728654,50.71683,3.16804,5840.0,FR,Europe/Paris,False,True,False,False
126,Nomain,,50.5,3.25,,FR,Europe/Paris,True,False,False,False
127,Nomain-Ouvignies,8728681,50.506076,3.230818,126.0,FR,Europe/Paris,False,False,False,False
128,Nomain,8728660,50.502374,3.20635,126.0,FR,Europe/Paris,False,True,False,False
129,Croix,,47.290116499999996,2.543103,,FR,Europe/Paris,True,False,False,True
130,Croix - Wasquehal,8728671,50.678557,3.138032,129.0,FR,Europe/Paris,False,True,False,False
131,Croix-l'Allumette,8728105,50.687201,3.151659,129.0,FR,Europe/Paris,False,False,False,False
132,Roubaix,8728673,50.69561,3.16348,,FR,Europe/Paris,False,False,False,False
136,Jeumont,,50.3,4.1,,FR,Europe/Paris,True,False,False,False
137,Jeumont,8729501,50.29606,4.08645,136.0,FR,Europe/Paris,False,True,False,False
139,Bellegarde-sur-Valserine,,46.107874,5.824213,,FR,Europe/Paris,True,False,False,False
140,Bellegarde-sur-Valserine,8774500,46.109425,5.823483,139.0,FR,Europe/Paris,False,True,False,False
141,Bellegarde-sur-Valserine Lycee Musinens,8774272,46.115336,5.794132,139.0,FR,Europe/Paris,False,False,False,False
143,Briouze,8744808,48.701862,-0.368204,,FR,Europe/Paris,False,False,False,False
148,Calais Ville,8731726,50.952613,1.848185,1417.0,FR,Europe/Paris,False,True,False,False
149,Boulogne-sur-Mer Ville,8731758,50.7157,1.60964,5758.0,FR,Europe/Paris,False,True,False,False
150,Allenc,8778365,44.541296,3.663893,,FR,Europe/Paris,False,False,False,False
151,Pau,8767200,43.291762,-0.369626,5006.0,FR,Europe/Paris,False,True,False,False
152,Hendaye,8767700,43.353132,-1.781724,5785.0,FR,Europe/Paris,True,False,False,False
153,Strasbourg,8721202,48.584967,7.734584,5260.0,FR,Europe/Paris,False,True,False,False
154,Mertzwiller,,48.866667,7.683333,,FR,Europe/Paris,True,False,False,False
155,Mertzwiller,8721320,48.872013,7.67819,154.0,FR,Europe/Paris,False,True,False,False
157,Colmar,8718201,48.073201,7.346967,1349.0,FR,Europe/Paris,False,True,False,False
158,Mulhouse,8718206,47.742224,7.342396,4753.0,FR,Europe/Paris,True,False,False,False
159,St-Louis (Haut Rhin),,47.583333,7.566667,,FR,Europe/Paris,True,False,False,False
160,St-Louis La-Chaussee,8718101,47.609478,7.53121,159.0,FR,Europe/Paris,False,False,False,False
161,St-Louis,8718213,47.590609,7.555988,159.0,FR,Europe/Paris,False,True,False,False
162,Thann,,47.290116499999996,2.543103,,FR,Europe/Paris,True,False,False,True
163,Thann,8718256,47.808821,7.10698,162.0,FR,Europe/Paris,False,True,False,False
164,Thann - St-Jacques,8718288,47.813316,7.093847,162.0,FR,Europe/Paris,False,False,False,False
165,Givors Canal,8772243,45.595766,4.772575,3263.0,FR,Europe/Paris,False,False,False,False
166,Aspach-le-Haut,,47.65,7.233333,,FR,Europe/Paris,True,False,False,False
167,Aspach-le-Haut,8767414,47.769396,7.142379,166.0,FR,Europe/Paris,False,True,False,False
168,Aspach-le-Bas,8721537,47.759832,7.152375,166.0,FR,Europe/Paris,False,False,False,False
171,Avignon Centre,8776500,43.9419,4.805281,489.0,FR,Europe/Paris,False,True,False,False
172,Le Mans,8739600,47.995034,0.19014,4661.0,FR,Europe/Paris,False,False,False,False
173,Joue-les-Tours Berthelot,8711028,47.35,0.666667,4580.0,FR,Europe/Paris,False,False,False,False
174,Eu,,50.05,1.416667,,FR,Europe/Paris,True,False,False,False
175,Eu-la-Mouillette,8731676,50.048907,1.425369,174.0,FR,Europe/Paris,False,False,False,False
176,Eu,8731753,50.054199,1.416837,174.0,FR,Europe/Paris,False,True,False,False
177,Alleyras,8773188,44.919217,3.673517,,FR,Europe/Paris,False,False,False,False
178,Le Havre,8741301,49.492996,0.125677,4630.0,FR,Europe/Paris,True,False,False,False
179,Harfleur,,49.506596,0.198269,,FR,Europe/Paris,True,False,False,False
180,Harfleur-Halte,8741370,49.505918,0.192085,179.0,FR,Europe/Paris,False,False,False,False
181,Harfleur,8741330,49.513634,0.198983,179.0,FR,Europe/Paris,False,True,False,False
182,Montivilliers,,49.55,0.2,,FR,Europe/Paris,True,False,False,False
184,Montivilliers,8741372,49.542976,0.189426,182.0,FR,Europe/Paris,False,True,False,False
186,Dieppe,8741501,49.921788,1.081133,1926.0,FR,Europe/Paris,False,True,False,False
187,Fontainebleau - Avon,8768221,48.416371,2.72634,,FR,Europe/Paris,False,False,False,False
188,Peronne,,50.0,2.65,,FR,Europe/Paris,True,False,False,False
189,Peronne Centre,8731341,49.934997,2.938987,188.0,FR,Europe/Paris,False,True,False,False
190,Peronne la Chapelette,8731386,49.924488,2.933359,188.0,FR,Europe/Paris,False,False,False,False
191,Albi Ville,8761500,43.92238,2.137958,4604.0,FR,Europe/Paris,False,True,False,False
192,Orleans Centre,8754300,47.90796,1.904666,4894.0,FR,Europe/Paris,False,True,False,False
194,Vendome,8757455,47.80215,1.067873,5846.0,FR,Europe/Paris,False,False,False,False
195,Frejus,8775750,43.432032,6.732941,4583.0,FR,Europe/Paris,True,False,False,False
196,Fontenay-le-Comte,8748561,46.46786,-0.809593,2776.0,FR,Europe/Paris,False,True,False,False
197,Acheux-Franleu,8731674,50.082602,1.657421,,FR,Europe/Paris,False,False,False,False
198,St-Hilaire-de-Riez,,47.290116499999996,2.543103,,FR,Europe/Paris,True,False,False,True
199,St-Hilaire-de-Riez,8748656,46.716674,-1.949684,198.0,FR,Europe/Paris,False,True,False,False
200,St-Hilaire-de-Riez Centre,8738992,46.718728,-1.944618,198.0,FR,Europe/Paris,False,False,False,False
201,La Clayette - Baudemont,8769473,46.288147,4.29842,,FR,Europe/Paris,False,False,False,False
203,Tours,8757100,47.389781,0.693703,5338.0,FR,Europe/Paris,False,True,False,False
204,Cambrai,8734552,50.17662,3.24118,,FR,Europe/Paris,False,False,False,False
205,Aiguebelle,8774125,45.543723,6.306718,,FR,Europe/Paris,False,False,False,False
207,Agen,8758600,44.208311,0.620932,17433.0,FR,Europe/Paris,False,False,False,False
208,Ervy-le-Chatel Halles,8711034,48.033333,3.916667,5684.0,FR,Europe/Paris,False,False,False,False
209,Fays-la-Chapelle,8711037,48.133333,4.016667,,FR,Europe/Paris,False,False,False,False
210,Agonac,8759515,45.286597,0.748671,,FR,Europe/Paris,False,False,False,False
211,Limoges Benedictins,8759200,45.836089,1.267356,4651.0,FR,Europe/Paris,False,True,False,False
212,Modane,8774200,45.193365,6.658161,,FR,Europe/Paris,False,False,False,False
213,Agos,8762007,43.033333,-0.066667,,FR,Europe/Paris,False,False,False,False
214,Argenton-sur-Creuse,,46.583333,1.516667,,FR,Europe/Paris,True,False,False,False
215,Argenton-sur-Creuse,8759712,46.592248,1.518305,214.0,FR,Europe/Paris,False,True,False,False
216,Argenton-sur-Creuse Gare Routiere,8720156,46.587009,1.503158,214.0,FR,Europe/Paris,False,False,False,False
217,Roye,8731350,49.69805,2.789723,17478.0,FR,Europe/Paris,False,True,False,False
218,Agay,8775755,43.43137,6.8565,,FR,Europe/Paris,False,False,False,False
220,Versailles,,48.7526,2.5735,,FR,Europe/Paris,True,False,False,False
223,Versailles-Chantiers,8739300,48.795826,2.135883,220.0,FR,Europe/Paris,False,True,False,False
224,Villeneuve-au-Chemin,8711036,48.082895,3.844281,,FR,Europe/Paris,False,False,False,False
230,Salvagnac,8711015,43.916667,1.7,,FR,Europe/Paris,False,False,False,False
232,Maussac,8715241,45.483333,2.15,,FR,Europe/Paris,False,False,False,False
233,Aix-en-Provence TGV,8731901,43.455237,5.317534,23614.0,FR,Europe/Paris,False,False,False,False
234,Mousteru,8747351,48.507451,-3.243505,,FR,Europe/Paris,False,False,False,False
239,Aillevillers,8718562,47.913888,6.337299,,FR,Europe/Paris,False,False,False,False
241,Ailly-sur-Noye,8731322,49.75448,2.36419,,FR,Europe/Paris,False,False,False,False
246,Ailly-sur-Somme,8731309,49.92838,2.20059,,FR,Europe/Paris,False,False,False,False
249,Aigues-Vives (Gard),8777512,43.733333,4.166667,,FR,Europe/Paris,False,False,False,False
252,Aiserey,8771363,47.170501,5.158245,,FR,Europe/Paris,False,False,False,False
264,Vicq-sur-Breuilh,8711511,45.645578,1.384455,,FR,Europe/Paris,False,False,False,False
265,St-Hilaire-Bonneval,8711512,45.716667,1.366667,,FR,Europe/Paris,False,False,False,False
266,Boisseuil,8711513,45.766667,1.316667,,FR,Europe/Paris,False,False,False,False
267,Azay-sur-Indre,8711533,47.2,0.95,,FR,Europe/Paris,False,False,False,False
286,Mouroux,8711628,48.813995,3.042342,,FR,Europe/Paris,False,False,False,False
292,Alet-les-Bains,8761518,42.997445,2.251833,,FR,Europe/Paris,False,False,False,False
293,Allassac,8759423,45.258939,1.473147,,FR,Europe/Paris,False,False,False,False
295,Albens,8774611,45.785946,5.948342,,FR,Europe/Paris,False,False,False,False
302,Pierre-Buffiere Ville,8740899,45.7,1.35,5349.0,FR,Europe/Paris,False,False,False,False
303,Aix la Marsalouse,8759429,45.614206,2.398447,,FR,Europe/Paris,False,False,False,False
304,La Ferte-sous-Jouarre,8711651,48.950741,3.125577,,FR,Europe/Paris,False,False,False,False
311,Merten,8719321,49.25,6.666667,,FR,Europe/Paris,False,False,False,False
313,La Ferte-Milon,8711667,49.179727,3.120722,,FR,Europe/Paris,False,False,False,False
314,Neuilly-St-Front,8711668,49.187147,3.271025,,FR,Europe/Paris,False,False,False,False
315,Oulchy-Breny,8711669,49.187674,3.352442,,FR,Europe/Paris,False,False,False,False
316,Albi Madeleine,8761519,43.938011,2.140963,4604.0,FR,Europe/Paris,False,False,False,False
317,Amberieu,8774371,45.954008,5.342388,,FR,Europe/Paris,False,False,False,False
322,Auxon Eglise,8711711,48.092235,3.923863,9587.0,FR,Europe/Paris,False,True,False,False
323,Rehainviller,8711713,48.566667,6.466667,,FR,Europe/Paris,False,False,False,False
324,St-Pierremont,8711714,48.433333,6.583333,,FR,Europe/Paris,False,False,False,False
325,Leintrey,8711716,48.616667,6.733333,,FR,Europe/Paris,False,False,False,False
326,Amenoncourt,8711717,48.626383,6.78441,,FR,Europe/Paris,False,False,False,False
327,Magnac Bourg,8745000,45.61815,1.43097,,FR,Europe/Paris,False,False,False,False
328,Aigues-Mortes,8777585,43.570901,4.19121,,FR,Europe/Paris,False,False,False,False
329,Meuzac,8745001,45.55,1.433333,,FR,Europe/Paris,False,False,False,False
335,Orville,8711726,47.55,5.2,,FR,Europe/Paris,False,False,False,False
336,Torcenay,8711727,47.813425,5.470142,,FR,Europe/Paris,False,False,False,False
337,Rosoy-sur-Amance,8711728,47.833333,5.533333,,FR,Europe/Paris,False,False,False,False
338,Bize,8711730,47.833333,5.633333,,FR,Europe/Paris,False,False,False,False
339,Anrosey,8711731,47.833333,5.666667,,FR,Europe/Paris,False,False,False,False
340,Pisseloup,8711732,47.833333,5.733333,,FR,Europe/Paris,False,False,False,False
341,Betoncourt-sur-Mance,8711733,47.830622,5.759083,,FR,Europe/Paris,False,False,False,False
342,Vernois-sur-Mance,8711734,47.851944,5.794042,,FR,Europe/Paris,False,False,False,False
343,Andelot,8771510,46.859467,5.923584,,FR,Europe/Paris,False,False,False,False
344,Angers,,47.466667,-0.55,,FR,Europe/Paris,True,False,False,False
345,Angers Maitre Ecole,8748404,47.46709,-0.531894,344.0,FR,Europe/Paris,False,False,False,False
346,Blondefontaine,8711736,47.883333,5.866667,,FR,Europe/Paris,False,False,False,False
347,Angouleme,8758300,45.653572,0.164608,,FR,Europe/Paris,False,False,False,False
348,Raincourt,8711737,47.859879,5.885947,,FR,Europe/Paris,False,False,False,False
349,Gevigney,8711738,47.8,5.933333,,FR,Europe/Paris,False,False,False,False
350,Baulay,8711739,47.783333,6.016667,,FR,Europe/Paris,False,False,False,False
351,Amoncourt,8711740,47.733333,6.066667,,FR,Europe/Paris,False,False,False,False
352,Chaux-les-Port,8711741,47.713834,6.03311,,FR,Europe/Paris,False,False,False,False
353,Charmoille,8711742,47.666667,6.1,,FR,Europe/Paris,False,False,False,False
354,Pusey,8711743,47.65,6.133333,,FR,Europe/Paris,False,False,False,False
355,Martigny-les-Gerbonvaux,8711744,48.45,5.8,,FR,Europe/Paris,False,False,False,False
356,Autreville,8711745,48.483333,5.85,,FR,Europe/Paris,False,False,False,False
358,Mont-le-Vignoble,8711747,48.616667,5.85,,FR,Europe/Paris,False,False,False,False
359,Hestroff,8711749,49.266667,6.433333,,FR,Europe/Paris,False,False,False,False
360,Vaudreching,8711750,49.284483,6.523714,,FR,Europe/Paris,False,False,False,False
361,Alzing,8711751,49.283333,6.55,,FR,Europe/Paris,False,False,False,False
364,Colmey - Flabeuville,8711757,49.457202,5.555477,,FR,Europe/Paris,False,False,False,False
365,Montigny-sur-Chiers,8711759,49.483333,5.666667,,FR,Europe/Paris,False,False,False,False
366,Lexy,8711760,49.5,5.733333,8749.0,FR,Europe/Paris,False,True,False,False
367,Ingolsheim - Centre,8766034,48.97476,7.93729,,FR,Europe/Paris,False,False,False,False
372,Hertzing,8711768,48.683333,6.95,,FR,Europe/Paris,False,False,False,False
373,Bebing,8711769,48.7,7.0,,FR,Europe/Paris,False,False,False,False
376,Drouilly,8711778,48.766667,4.516667,,FR,Europe/Paris,False,False,False,False
377,Aiguillon,8758669,44.298722,0.335239,,FR,Europe/Paris,False,False,False,False
378,St-Martin-aux-Champs,8711779,48.816667,4.483333,,FR,Europe/Paris,False,False,False,False
379,Bouilly,8711790,48.2,4.0,,FR,Europe/Paris,False,False,False,False
380,Chamoy,8711791,48.116667,3.966667,,FR,Europe/Paris,False,False,False,False
381,Jeugny,8711792,48.128443,4.039581,,FR,Europe/Paris,False,False,False,False
382,Montigny-les-Monts,8711793,48.1,3.95,,FR,Europe/Paris,False,False,False,False
383,St-Germain Mairie,8711794,48.259911,4.007804,,FR,Europe/Paris,False,False,False,False
384,St-Jean-de-Bonneval,8711795,48.166667,4.05,,FR,Europe/Paris,False,False,False,False
385,St-Phal Monument aux morts,8711796,48.116667,4.0,,FR,Europe/Paris,False,False,False,False
386,Villery,8711797,48.165524,4.023086,,FR,Europe/Paris,False,False,False,False
387,Neuvy-Sautour RN,8711798,48.033333,3.8,4529.0,FR,Europe/Paris,False,False,False,False
388,Brienon Mairie,8711799,48.0,3.616667,9151.0,FR,Europe/Paris,False,False,False,False
389,St-Lye,8711806,48.366667,4.0,,FR,Europe/Paris,False,False,False,False
390,Payns,8711807,48.383333,3.966667,,FR,Europe/Paris,False,False,False,False
391,Savieres,8711808,48.416667,3.95,,FR,Europe/Paris,False,False,False,False
392,St-Mesmin,8711809,48.45,3.933333,,FR,Europe/Paris,False,False,False,False
393,Vallant-St-Georges,8711811,48.466168,3.899331,,FR,Europe/Paris,False,False,False,False
394,Chatres,8711813,48.5,3.85,,FR,Europe/Paris,False,False,False,False
395,Maizieres-La Grande-Paroisse,8711814,48.516667,3.783333,,FR,Europe/Paris,False,False,False,False
396,Romilly-sur-Seine,8711815,48.514433,3.728887,5092.0,FR,Europe/Paris,False,True,False,False
399,Marnay-sur-Seine,8711818,48.516667,3.55,,FR,Europe/Paris,False,False,False,False
400,Nogent-sur-Seine,8711819,48.497839,3.493729,4864.0,FR,Europe/Paris,False,True,False,False
401,Aigueperse,8773412,46.014788,3.198262,,FR,Europe/Paris,False,False,False,False
402,Vendeuvre,8711825,48.240069,4.467214,5625.0,FR,Europe/Paris,False,True,False,False
403,Bar-sur-Aube,8711829,48.23854,4.706671,5132.0,FR,Europe/Paris,False,True,False,False
404,St-Florentin Hotel de Ville,8711861,48.0,3.733333,5193.0,FR,Europe/Paris,False,False,False,False
405,Laroche-Migennes Hotel Terminus,8711862,47.966667,3.516667,9150.0,FR,Europe/Paris,False,False,False,True
406,Foug,8714103,48.679256,5.791276,,FR,Europe/Paris,False,False,False,False
407,Fontenoy-sur-Moselle,8714105,48.711721,5.980365,,FR,Europe/Paris,False,False,False,False
408,Liverdun,8714106,48.749316,6.061737,,FR,Europe/Paris,False,False,False,False
409,Champigneulles,8714108,48.73499,6.16913,,FR,Europe/Paris,False,False,False,False
410,Laneuveville-devant-Nancy,8714109,48.65564,6.22792,,FR,Europe/Paris,False,False,False,False
411,Argeles-Gazost,8767174,43.1,-0.05,,FR,Europe/Paris,False,False,False,False
412,Arches,8714441,48.119813,6.528309,,FR,Europe/Paris,False,False,False,False
413,Varangeville - St-Nicolas,8714110,48.635339,6.31286,,FR,Europe/Paris,False,False,False,False
414,Dombasle-sur-Meurthe,8714111,48.623275,6.343478,,FR,Europe/Paris,False,False,False,False
415,Rosieres-aux-Salines,8714112,48.60563,6.350457,,FR,Europe/Paris,False,False,False,False
416,Argeles-sur-Mer,8778423,42.54397,3.022349,,FR,Europe/Paris,False,False,False,False
417,Marainviller,8714116,48.583333,6.6,,FR,Europe/Paris,False,False,False,False
419,Embermenil,8714118,48.633333,6.7,,FR,Europe/Paris,False,False,False,False
421,Einvaux,8714120,48.503486,6.393296,,FR,Europe/Paris,False,False,False,False
422,Bayon,8714121,48.468046,6.322569,,FR,Europe/Paris,False,False,False,False
423,Argentan,8744453,48.738545,-0.025291,,FR,Europe/Paris,False,False,False,False
424,Xermamenil - Lamath,8714122,48.534981,6.457553,,FR,Europe/Paris,False,False,False,False
425,Arvant,8773425,45.36538,3.310675,,FR,Europe/Paris,False,False,False,False
426,Gerbeviller,8714123,48.5,6.516667,,FR,Europe/Paris,False,False,False,False
427,Moyen,8714124,48.483333,6.566667,,FR,Europe/Paris,False,False,False,False
428,Soulosse,8714125,48.40923,5.739127,,FR,Europe/Paris,False,False,False,False
429,Magnieres,8714126,48.45,6.566667,9107.0,FR,Europe/Paris,False,False,False,False
430,Ascq,8728686,50.621859,3.159899,,FR,Europe/Paris,False,False,False,False
432,Coussey,8714134,48.416667,5.683333,,FR,Europe/Paris,False,False,False,False
433,Domremy-la-Pucelle,8714136,48.45,5.683333,,FR,Europe/Paris,False,False,False,False
434,Auxerre-St-Gervais,8768357,47.797645,3.58514,26819.0,FR,Europe/Paris,False,False,False,False
435,Aspres-sur-Buech,8776325,44.519428,5.754566,,FR,Europe/Paris,False,False,False,False
436,St-Clement-Laronxe,8714137,48.531228,6.608111,,FR,Europe/Paris,False,False,False,False
437,Chenevieres,8714138,48.519506,6.632561,,FR,Europe/Paris,False,False,False,False
438,Menil-Flin,8714139,48.50502,6.659227,,FR,Europe/Paris,False,False,False,False
439,Azerailles,8714140,48.491336,6.695778,,FR,Europe/Paris,False,False,False,False
440,Baccarat,8714141,48.452405,6.74383,,FR,Europe/Paris,False,False,False,False
441,Bertrichamps,8714142,48.428336,6.791234,,FR,Europe/Paris,False,False,False,False
442,Thiaville,8714143,48.413987,6.810264,,FR,Europe/Paris,False,False,False,False
443,Houdemont,8714147,48.645478,6.179726,,FR,Europe/Paris,False,False,False,False
444,Ludres,8714148,48.621955,6.170912,,FR,Europe/Paris,False,False,False,False
